,EventTime,EventType,ScalarEventValue,agent_id,agent_type,CASH,time_placed,symbol,quantity,side,order_id,fill_price,tag,limit_price,is_hidden,is_price_to_comply,insert_by_id,is_post_only,order_fee,ABM,SubmittedOrders,PaidFees,spread,speed_of_fills
438,1612518809633077579,ORDER_EXECUTED,,1108,MomentumAgent,,2021-02-05 09:53:18,ABM,14.0,Side.ASK,1356.0,99894.0,,99894.0,False,False,False,False,0.0,,,,,11631959003
445,1612518853311472567,ORDER_EXECUTED,,1108,MomentumAgent,,2021-02-05 09:54:13,ABM,60.0,Side.ASK,1378.0,99920.0,,99920.0,False,False,False,False,0.0,,,,,7712634
448,1612518856096486043,ORDER_EXECUTED,,1108,MomentumAgent,,2021-02-05 09:54:13,ABM,40.0,Side.ASK,1378.0,99920.0,,99920.0,False,False,False,False,0.0,,,,,2792726110
455,1612518859402445980,ORDER_EXECUTED,,1108,MomentumAgent,,2021-02-05 09:54:19,ABM,100.0,Side.ASK,1384.0,99882.0,,99882.0,False,False,False,False,0.0,,,,,7712634
465,1612518890490545308,ORDER_EXECUTED,,1108,MomentumAgent,,2021-02-05 09:54:50,ABM,100.0,Side.ASK,1398.0,99863.0,,99863.0,False,False,False,False,0.0,,,,,7712634
475,1612518966576840763,ORDER_EXECUTED,,1108,MomentumAgent,,2021-02-05 09:56:06,ABM,95.0,Side.ASK,1434.0,99943.0,,99943.0,False,False,False,False,0.0,,,,,7712634
478,1612518976491445899,ORDER_EXECUTED,,1108,MomentumAgent,,2021-02-05 09:56:06,ABM,5.0,Side.ASK,1434.0,99943.0,,99943.0,False,False,False,False,0.0,,,,,9922317770
488,1612519000784708138,ORDER_EXECUTED,,1108,MomentumAgent,,2021-02-05 09:56:40,ABM,4.0,Side.ASK,1455.0,99900.0,,99900.0,False,False,False,False,0.0,,,,,7712634
495,1612519001432285522,ORDER_EXECUTED,,1108,MomentumAgent,,2021-02-05 09:56:41,ABM,96.0,Side.ASK,1456.0,99900.0,,99900.0,False,False,False,False,0.0,,,,,7712634
498,1612519002835667169,ORDER_EXECUTED,,1108,MomentumAgent,,2021-02-05 09:56:41,ABM,4.0,Side.ASK,1456.0,99900.0,,99900.0,False,False,False,False,0.0,,,,,1411094281
520,1612519150296538312,ORDER_EXECUTED,,1108,MomentumAgent,,2021-02-05 09:59:10,ABM,100.0,Side.ASK,1525.0,99899.0,,99899.0,False,False,False,False,0.0,,,,,7712634
530,1612519169518794615,ORDER_EXECUTED,,1108,MomentumAgent,,2021-02-05 09:59:29,ABM,36.0,Side.ASK,1540.0,99882.0,,99882.0,False,False,False,False,0.0,,,,,7712634
173,1612517706324995447,ORDER_EXECUTED,,1109,MomentumAgent,,2021-02-05 09:35:06,ABM,81.0,Side.ASK,728.0,99971.0,,99971.0,False,False,False,False,0.0,,,,,10598810
176,0,ORDER_EXECUTED,,1109,MomentumAgent,,2021-02-05 09:35:06,ABM,19.0,Side.ASK,728.0,99971.0,,99971.0,False,False,False,False,0.0,,,,,-1612517706314396637
183,1612517757203796031,ORDER_EXECUTED,,1109,MomentumAgent,,2021-02-05 09:35:57,ABM,7.0,Side.ASK,755.0,99924.0,,99924.0,False,False,False,False,0.0,,,,,10598810
186,1612517759167929871,ORDER_EXECUTED,,1109,MomentumAgent,,2021-02-05 09:35:57,ABM,3.0,Side.ASK,755.0,99924.0,,99924.0,False,False,False,False,0.0,,,,,1974732650
193,1612517774852850728,ORDER_EXECUTED,,1109,MomentumAgent,,2021-02-05 09:36:14,ABM,95.0,Side.ASK,772.0,99926.0,,99926.0,False,False,False,False,0.0,,,,,10598810
196,1612517779370156189,ORDER_EXECUTED,,1109,MomentumAgent,,2021-02-05 09:36:14,ABM,4.0,Side.ASK,772.0,99926.0,,99926.0,False,False,False,False,0.0,,,,,4527904271
198,1612517780105011563,ORDER_EXECUTED,,1109,MomentumAgent,,2021-02-05 09:36:14,ABM,1.0,Side.ASK,772.0,99926.0,,99926.0,False,False,False,False,0.0,,,,,5262759645
205,1612517921688881514,ORDER_EXECUTED,,1109,MomentumAgent,,2021-02-05 09:38:41,ABM,11.0,Side.ASK,872.0,99924.0,,99924.0,False,False,False,False,0.0,,,,,10598810
213,1612517924189993701,ORDER_EXECUTED,,1109,MomentumAgent,,2021-02-05 09:38:44,ABM,13.0,Side.ASK,875.0,99923.0,,99923.0,False,False,False,False,1190.0,,,,,10598810
215,1612517924189993751,ORDER_EXECUTED,,1109,MomentumAgent,,2021-02-05 09:38:44,ABM,100.0,Side.ASK,875.0,99923.0,,99923.0,False,False,False,False,1190.0,,,,,10598860
217,1612517924189993801,ORDER_EXECUTED,,1109,MomentumAgent,,2021-02-05 09:38:44,ABM,87.0,Side.ASK,875.0,99923.0,,99923.0,False,False,False,False,1190.0,,,,,10598910
219,1612517926381755795,ORDER_EXECUTED,,1109,MomentumAgent,,2021-02-05 09:38:41,ABM,89.0,Side.ASK,872.0,99924.0,,99924.0,False,False,False,False,0.0,,,,,4703473091
226,1612518172857774773,ORDER_EXECUTED,,1109,MomentumAgent,,2021-02-05 09:42:52,ABM,100.0,Side.ASK,1061.0,99926.0,,99926.0,False,False,False,False,0.0,,,,,10598810
233,1612518200138492598,ORDER_EXECUTED,,1109,MomentumAgent,,2021-02-05 09:43:20,ABM,69.0,Side.ASK,1085.0,99928.0,,99928.0,False,False,False,False,0.0,,,,,10598810
236,1612518200796399492,ORDER_EXECUTED,,1109,MomentumAgent,,2021-02-05 09:43:20,ABM,31.0,Side.ASK,1085.0,99928.0,,99928.0,False,False,False,False,0.0,,,,,668505704
243,1612518272803245447,ORDER_EXECUTED,,1109,MomentumAgent,,2021-02-05 09:44:32,ABM,20.0,Side.ASK,1129.0,99926.0,,99926.0,False,False,False,False,0.0,,,,,10598810
246,1612518273962213797,ORDER_EXECUTED,,1109,MomentumAgent,,2021-02-05 09:44:32,ABM,80.0,Side.ASK,1129.0,99926.0,,99926.0,False,False,False,False,0.0,,,,,1169567160
277,1612518535652335483,ORDER_EXECUTED,,1109,MomentumAgent,,2021-02-05 09:48:55,ABM,100.0,Side.ASK,1259.0,99870.0,,99870.0,False,False,False,False,0.0,,,,,10598810
284,1612518536695454704,ORDER_EXECUTED,,1109,MomentumAgent,,2021-02-05 09:48:56,ABM,100.0,Side.ASK,1260.0,99870.0,,99870.0,False,False,False,False,0.0,,,,,10598810
303,1612518723725283111,ORDER_EXECUTED,,1109,MomentumAgent,,2021-02-05 09:52:03,ABM,63.0,Side.ASK,1318.0,99964.0,,99964.0,False,False,False,False,0.0,,,,,10598810
306,1612518728686345869,ORDER_EXECUTED,,1109,MomentumAgent,,2021-02-05 09:52:03,ABM,37.0,Side.ASK,1318.0,99964.0,,99964.0,False,False,False,False,0.0,,,,,4971661568
313,1612518730375282148,ORDER_EXECUTED,,1109,MomentumAgent,,2021-02-05 09:52:10,ABM,17.0,Side.ASK,1322.0,99964.0,,99964.0,False,False,False,False,1190.0,,,,,10598810
316,0,ORDER_EXECUTED,,1109,MomentumAgent,,2021-02-05 09:52:10,ABM,100.0,Side.ASK,1322.0,99964.0,,99964.0,False,False,False,False,1190.0,,,,,-1612518730364683338
323,1612518743778696934,ORDER_EXECUTED,,1109,MomentumAgent,,2021-02-05 09:52:23,ABM,92.0,Side.ASK,1331.0,99917.0,,99917.0,False,False,False,False,1190.0,,,,,10598810
326,1612518745447937187,ORDER_EXECUTED,,1109,MomentumAgent,,2021-02-05 09:52:23,ABM,100.0,Side.ASK,1331.0,99917.0,,99917.0,False,False,False,False,1190.0,,,,,1679839063
328,1612518786484707937,ORDER_EXECUTED,,1109,MomentumAgent,,2021-02-05 09:52:23,ABM,8.0,Side.ASK,1331.0,99917.0,,99917.0,False,False,False,False,1190.0,,,,,42716609813
335,1612518800493304888,ORDER_EXECUTED,,1109,MomentumAgent,,2021-02-05 09:53:20,ABM,100.0,Side.ASK,1357.0,99887.0,,99887.0,False,False,False,False,0.0,,,,,10598810
342,1612518887089862265,ORDER_EXECUTED,,1109,MomentumAgent,,2021-02-05 09:54:47,ABM,87.0,Side.ASK,1395.0,99927.0,,99927.0,False,False,False,False,1190.0,,,,,10598810
345,1612518906214743907,ORDER_EXECUTED,,1109,MomentumAgent,,2021-02-05 09:54:47,ABM,138.0,Side.ASK,1395.0,99927.0,,99927.0,False,False,False,False,1190.0,,,,,19135480452
352,1612518939271521114,ORDER_EXECUTED,,1109,MomentumAgent,,2021-02-05 09:55:39,ABM,6.0,Side.ASK,1422.0,99937.0,,99937.0,False,False,False,False,0.0,,,,,10598810
362,1612519016403124880,ORDER_EXECUTED,,1109,MomentumAgent,,2021-02-05 09:56:56,ABM,100.0,Side.ASK,1468.0,99888.0,,99888.0,False,False,False,False,0.0,,,,,10598810
185,1612518234254643251,ORDER_EXECUTED,,1110,MomentumAgent,,2021-02-05 09:43:54,ABM,11.0,Side.ASK,1112.0,99931.0,,99931.0,False,False,False,False,0.0,,,,,1070092
188,1612518235816507281,ORDER_EXECUTED,,1110,MomentumAgent,,2021-02-05 09:43:54,ABM,89.0,Side.ASK,1112.0,99931.0,,99931.0,False,False,False,False,0.0,,,,,1562934122
195,1612518267021231782,ORDER_EXECUTED,,1110,MomentumAgent,,2021-02-05 09:44:27,ABM,100.0,Side.ASK,1127.0,99926.0,,99926.0,False,False,False,False,0.0,,,,,1070092
202,1612518271498469221,ORDER_EXECUTED,,1110,MomentumAgent,,2021-02-05 09:44:31,ABM,8.0,Side.ASK,1128.0,99926.0,,99926.0,False,False,False,False,0.0,,,,,1070092
209,1612518283547313782,ORDER_EXECUTED,,1110,MomentumAgent,,2021-02-05 09:44:43,ABM,14.0,Side.ASK,1141.0,99930.0,,99930.0,False,False,False,False,0.0,,,,,1070092
216,1612518291531345885,ORDER_EXECUTED,,1110,MomentumAgent,,2021-02-05 09:44:51,ABM,73.0,Side.ASK,1147.0,99930.0,,99930.0,False,False,False,False,0.0,,,,,1070092
219,1612518304720894997,ORDER_EXECUTED,,1110,MomentumAgent,,2021-02-05 09:44:51,ABM,11.0,Side.ASK,1147.0,99930.0,,99930.0,False,False,False,False,0.0,,,,,13190619204
221,1612518305191268084,ORDER_EXECUTED,,1110,MomentumAgent,,2021-02-05 09:44:51,ABM,16.0,Side.ASK,1147.0,99930.0,,99930.0,False,False,False,False,0.0,,,,,13660992291
228,1612518328516823746,ORDER_EXECUTED,,1110,MomentumAgent,,2021-02-05 09:45:28,ABM,100.0,Side.ASK,1172.0,99916.0,,99916.0,False,False,False,False,0.0,,,,,1070092
235,1612518404862379928,ORDER_EXECUTED,,1110,MomentumAgent,,2021-02-05 09:46:44,ABM,100.0,Side.ASK,1199.0,99867.0,,99867.0,False,False,False,False,0.0,,,,,1070092
245,1612518431871511147,ORDER_EXECUTED,,1110,MomentumAgent,,2021-02-05 09:47:11,ABM,4.0,Side.ASK,1209.0,99935.0,,99935.0,False,False,False,False,0.0,,,,,1070092
261,1612518527430322500,ORDER_EXECUTED,,1110,MomentumAgent,,2021-02-05 09:48:47,ABM,100.0,Side.ASK,1257.0,99915.0,,99915.0,False,False,False,False,0.0,,,,,1070092
284,1612518633738628788,ORDER_EXECUTED,,1110,MomentumAgent,,2021-02-05 09:50:33,ABM,37.0,Side.ASK,1294.0,99932.0,,99932.0,False,False,False,False,1190.0,,,,,1070092
293,1612518654215135341,ORDER_EXECUTED,,1110,MomentumAgent,,2021-02-05 09:50:33,ABM,15.0,Side.ASK,1294.0,99932.0,,99932.0,False,False,False,False,1190.0,,,,,20477576645
295,1612518672536468406,ORDER_EXECUTED,,1110,MomentumAgent,,2021-02-05 09:50:33,ABM,41.0,Side.ASK,1294.0,99932.0,,99932.0,False,False,False,False,1190.0,,,,,38798909710
297,1612518673938035278,ORDER_EXECUTED,,1110,MomentumAgent,,2021-02-05 09:50:33,ABM,100.0,Side.ASK,1294.0,99932.0,,99932.0,False,False,False,False,1190.0,,,,,40200476582
299,1612518683649656423,ORDER_EXECUTED,,1110,MomentumAgent,,2021-02-05 09:50:33,ABM,7.0,Side.ASK,1294.0,99932.0,,99932.0,False,False,False,False,1190.0,,,,,49912097727
306,1612518709045905316,ORDER_EXECUTED,,1110,MomentumAgent,,2021-02-05 09:51:49,ABM,100.0,Side.ASK,1312.0,99878.0,,99878.0,False,False,False,False,1190.0,,,,,1070092
309,1612518709160053079,ORDER_EXECUTED,,1110,MomentumAgent,,2021-02-05 09:51:49,ABM,100.0,Side.ASK,1312.0,99878.0,,99878.0,False,False,False,False,1190.0,,,,,115217855
319,1612518912468527137,ORDER_EXECUTED,,1110,MomentumAgent,,2021-02-05 09:55:12,ABM,100.0,Side.ASK,1406.0,99897.0,,99897.0,False,False,False,False,0.0,,,,,1070092
329,1612519009720294527,ORDER_EXECUTED,,1110,MomentumAgent,,2021-02-05 09:56:49,ABM,100.0,Side.ASK,1462.0,99874.0,,99874.0,False,False,False,False,0.0,,,,,1070092
339,1612519019175048844,ORDER_EXECUTED,,1110,MomentumAgent,,2021-02-05 09:56:59,ABM,2.0,Side.ASK,1470.0,99905.0,,99905.0,False,False,False,False,1190.0,,,,,1070092
342,1612519032939307845,ORDER_EXECUTED,,1110,MomentumAgent,,2021-02-05 09:56:59,ABM,52.0,Side.ASK,1470.0,99905.0,,99905.0,False,False,False,False,1190.0,,,,,13765329093
344,1612519043245447762,ORDER_EXECUTED,,1110,MomentumAgent,,2021-02-05 09:56:59,ABM,100.0,Side.ASK,1470.0,99905.0,,99905.0,False,False,False,False,1190.0,,,,,24071469010
346,1612519052513066983,ORDER_EXECUTED,,1110,MomentumAgent,,2021-02-05 09:56:59,ABM,46.0,Side.ASK,1470.0,99905.0,,99905.0,False,False,False,False,1190.0,,,,,33339088231
359,1612519115457303236,ORDER_EXECUTED,,1110,MomentumAgent,,2021-02-05 09:58:35,ABM,4.0,Side.ASK,1504.0,99891.0,,99891.0,False,False,False,False,0.0,,,,,1070092
366,1612519180349623262,ORDER_EXECUTED,,1110,MomentumAgent,,2021-02-05 09:59:40,ABM,100.0,Side.ASK,1543.0,99887.0,,99887.0,False,False,False,False,0.0,,,,,1070092
373,1612519183181659497,ORDER_EXECUTED,,1110,MomentumAgent,,2021-02-05 09:59:43,ABM,100.0,Side.ASK,1547.0,99883.0,,99883.0,False,False,False,False,0.0,,,,,1070092
168,1612517447252790166,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:30:47,ABM,74.0,Side.ASK,634.0,99987.0,,99987.0,False,False,False,False,0.0,,,,,4472062
171,0,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:30:47,ABM,26.0,Side.ASK,634.0,99987.0,,99987.0,False,False,False,False,0.0,,,,,-1612517447248318104
181,1612517533664112696,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:32:13,ABM,76.0,Side.ASK,662.0,99958.0,,99958.0,False,False,False,False,1190.0,,,,,4472062
189,1612517537651142379,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:32:17,ABM,100.0,Side.ASK,664.0,99953.0,,99953.0,False,False,False,False,0.0,,,,,4472062
191,1612517549805318311,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:32:13,ABM,78.0,Side.ASK,662.0,99958.0,,99958.0,False,False,False,False,1190.0,,,,,16145677677
193,1612517554828561824,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:32:13,ABM,46.0,Side.ASK,662.0,99958.0,,99958.0,False,False,False,False,1190.0,,,,,21168921190
203,1612517624993001729,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:33:44,ABM,8.0,Side.ASK,693.0,99976.0,,99976.0,False,False,False,False,0.0,,,,,4472062
211,1612517630862600576,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:33:50,ABM,7.0,Side.ASK,695.0,99964.0,,99964.0,False,False,False,False,0.0,,,,,4472062
214,1612517643325451360,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:33:50,ABM,49.0,Side.ASK,695.0,99964.0,,99964.0,False,False,False,False,0.0,,,,,12467322846
216,1612517644461296615,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:33:50,ABM,44.0,Side.ASK,695.0,99964.0,,99964.0,False,False,False,False,0.0,,,,,13603168101
218,1612517647666044009,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:33:44,ABM,61.0,Side.ASK,693.0,99976.0,,99976.0,False,False,False,False,0.0,,,,,22677514342
223,1612517654637461977,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:33:44,ABM,28.0,Side.ASK,693.0,99976.0,,99976.0,False,False,False,False,0.0,,,,,29648932310
225,1612517664782666929,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:33:44,ABM,3.0,Side.ASK,693.0,99976.0,,99976.0,False,False,False,False,0.0,,,,,39794137262
232,1612517735458101933,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:35:35,ABM,81.0,Side.ASK,741.0,99971.0,,99971.0,False,False,False,False,0.0,,,,,4472062
240,1612517743654556536,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:35:43,ABM,100.0,Side.ASK,746.0,99926.0,,99926.0,False,False,False,False,0.0,,,,,4472062
247,1612517757818036293,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:35:57,ABM,36.0,Side.ASK,756.0,99923.0,,99923.0,False,False,False,False,0.0,,,,,4472062
254,1612517811809355789,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:36:51,ABM,2.0,Side.ASK,802.0,99924.0,,99924.0,False,False,False,False,0.0,,,,,4472062
257,1612517814024944372,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:36:51,ABM,98.0,Side.ASK,802.0,99924.0,,99924.0,False,False,False,False,0.0,,,,,2220060645
264,1612517817848058725,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:36:57,ABM,11.0,Side.ASK,808.0,99926.0,,99926.0,False,False,False,False,0.0,,,,,4472062
267,1612517828004772627,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:36:57,ABM,13.0,Side.ASK,808.0,99926.0,,99926.0,False,False,False,False,0.0,,,,,10161185964
269,1612517842159004619,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:36:57,ABM,76.0,Side.ASK,808.0,99926.0,,99926.0,False,False,False,False,0.0,,,,,24315417956
276,1612517861533017102,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:37:41,ABM,100.0,Side.ASK,836.0,99950.0,,99950.0,False,False,False,False,0.0,,,,,4472062
283,1612517884549031309,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:38:04,ABM,100.0,Side.ASK,844.0,99937.0,,99937.0,False,False,False,False,0.0,,,,,4472062
290,1612517937323674331,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:38:57,ABM,70.0,Side.ASK,887.0,99928.0,,99928.0,False,False,False,False,1190.0,,,,,4472062
293,1612517937460605128,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:38:57,ABM,18.0,Side.ASK,887.0,99928.0,,99928.0,False,False,False,False,1190.0,,,,,141402859
295,1612517940044143976,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:38:57,ABM,7.0,Side.ASK,887.0,99928.0,,99928.0,False,False,False,False,1190.0,,,,,2724941707
297,1612517941345160981,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:38:57,ABM,100.0,Side.ASK,887.0,99928.0,,99928.0,False,False,False,False,1190.0,,,,,4025958712
299,1612517941347655322,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:38:57,ABM,5.0,Side.ASK,887.0,99928.0,,99928.0,False,False,False,False,1190.0,,,,,4028453053
306,1612517986643234217,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:39:46,ABM,60.0,Side.ASK,916.0,99927.0,,99927.0,False,False,False,False,1190.0,,,,,4472062
308,1612517986643234267,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:39:46,ABM,100.0,Side.ASK,916.0,99927.0,,99927.0,False,False,False,False,1190.0,,,,,4472112
316,1612517993716974778,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:39:53,ABM,11.0,Side.ASK,919.0,99924.0,,99924.0,False,False,False,False,0.0,,,,,4472062
319,1612517993932779477,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:39:53,ABM,89.0,Side.ASK,919.0,99924.0,,99924.0,False,False,False,False,0.0,,,,,220276761
321,1612517999838440284,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:39:46,ABM,100.0,Side.ASK,916.0,99927.0,,99927.0,False,False,False,False,1190.0,,,,,13199678129
323,1612518002587342960,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:39:46,ABM,100.0,Side.ASK,916.0,99927.0,,99927.0,False,False,False,False,1190.0,,,,,15948580805
325,1612518002992730846,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:39:46,ABM,30.0,Side.ASK,916.0,99927.0,,99927.0,False,False,False,False,1190.0,,,,,16353968691
327,1612518003626362746,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:39:46,ABM,10.0,Side.ASK,916.0,99927.0,,99927.0,False,False,False,False,1190.0,,,,,16987600591
334,1612518005657095735,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:40:05,ABM,95.0,Side.ASK,935.0,99928.0,,99928.0,False,False,False,False,0.0,,,,,4472062
337,0,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:40:05,ABM,5.0,Side.ASK,935.0,99928.0,,99928.0,False,False,False,False,0.0,,,,,-1612518005652623673
344,1612518029004644957,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:40:29,ABM,21.0,Side.ASK,956.0,99928.0,,99928.0,False,False,False,False,0.0,,,,,4472062
347,1612518031732767614,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:40:29,ABM,79.0,Side.ASK,956.0,99928.0,,99928.0,False,False,False,False,0.0,,,,,2732594719
354,1612518039298746115,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:40:39,ABM,23.0,Side.ASK,967.0,99927.0,,99927.0,False,False,False,False,0.0,,,,,4472062
357,0,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:40:39,ABM,12.0,Side.ASK,967.0,99927.0,,99927.0,False,False,False,False,0.0,,,,,-1612518039294274053
359,1612518041698738422,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:40:39,ABM,65.0,Side.ASK,967.0,99927.0,,99927.0,False,False,False,False,0.0,,,,,2404464369
366,1612518163622479828,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:42:43,ABM,94.0,Side.ASK,1053.0,99928.0,,99928.0,False,False,False,False,0.0,,,,,4472062
369,1612518174035864938,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:42:43,ABM,6.0,Side.ASK,1053.0,99928.0,,99928.0,False,False,False,False,0.0,,,,,10417857172
376,1612518210290925969,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:43:30,ABM,11.0,Side.ASK,1091.0,99931.0,,99931.0,False,False,False,False,0.0,,,,,4472062
379,1612518213896707447,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:43:30,ABM,89.0,Side.ASK,1091.0,99931.0,,99931.0,False,False,False,False,0.0,,,,,3610253540
386,1612518217843214777,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:43:37,ABM,11.0,Side.ASK,1098.0,99931.0,,99931.0,False,False,False,False,0.0,,,,,4472062
389,0,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:43:37,ABM,89.0,Side.ASK,1098.0,99931.0,,99931.0,False,False,False,False,0.0,,,,,-1612518217838742715
396,1612518246211319597,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:44:06,ABM,79.0,Side.ASK,1119.0,99930.0,,99930.0,False,False,False,False,1190.0,,,,,4472062
399,1612518249373767820,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:44:06,ABM,100.0,Side.ASK,1119.0,99930.0,,99930.0,False,False,False,False,1190.0,,,,,3166920285
406,1612518252323244549,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:44:12,ABM,69.0,Side.ASK,1121.0,99928.0,,99928.0,False,False,False,False,1190.0,,,,,4472062
409,1612518255883725304,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:44:12,ABM,100.0,Side.ASK,1121.0,99928.0,,99928.0,False,False,False,False,1190.0,,,,,3564952817
411,1612518256983728970,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:44:12,ABM,31.0,Side.ASK,1121.0,99928.0,,99928.0,False,False,False,False,1190.0,,,,,4664956483
413,1612518275854362955,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:44:06,ABM,21.0,Side.ASK,1119.0,99930.0,,99930.0,False,False,False,False,1190.0,,,,,29647515420
423,1612518329503621858,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:45:29,ABM,13.0,Side.ASK,1173.0,99915.0,,99915.0,False,False,False,False,0.0,,,,,4472062
431,1612518333284788785,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:45:33,ABM,100.0,Side.ASK,1177.0,99896.0,,99896.0,False,False,False,False,0.0,,,,,4472062
436,1612518364419127345,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:45:29,ABM,1.0,Side.ASK,1173.0,99915.0,,99915.0,False,False,False,False,0.0,,,,,34919977549
441,1612518369467207950,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:45:29,ABM,2.0,Side.ASK,1173.0,99915.0,,99915.0,False,False,False,False,0.0,,,,,39968058154
443,0,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:45:29,ABM,38.0,Side.ASK,1173.0,99915.0,,99915.0,False,False,False,False,0.0,,,,,-1612518329499149796
456,1612518606288014209,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:50:06,ABM,100.0,Side.ASK,1280.0,99888.0,,99888.0,False,False,False,False,0.0,,,,,4472062
463,1612518611940276414,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:50:11,ABM,56.0,Side.ASK,1284.0,99914.0,,99914.0,False,False,False,False,0.0,,,,,4472062
466,1612518612765577914,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:50:11,ABM,9.0,Side.ASK,1284.0,99914.0,,99914.0,False,False,False,False,0.0,,,,,829773562
471,1612518616636525118,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:50:11,ABM,35.0,Side.ASK,1284.0,99914.0,,99914.0,False,False,False,False,0.0,,,,,4700720766
487,1612518803277655079,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:53:23,ABM,3.0,Side.ASK,1359.0,99873.0,,99873.0,False,False,False,False,0.0,,,,,4472062
498,1612518843630485482,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:54:03,ABM,40.0,Side.ASK,1374.0,99920.0,,99920.0,False,False,False,False,0.0,,,,,4472062
508,1612518885451258504,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:54:45,ABM,100.0,Side.ASK,1394.0,99927.0,,99927.0,False,False,False,False,0.0,,,,,4472062
515,1612518890317383984,ORDER_EXECUTED,,1111,MomentumAgent,,2021-02-05 09:54:50,ABM,100.0,Side.ASK,1397.0,99863.0,,99863.0,False,False,False,False,0.0,,,,,4472062
